industry,sector,symbol,year,adjDividend,dps_growth,dps_growth_rate,interestRate,interestRate_percentage_change,currentRatio,currentRatio_percentage_change,quickRatio,daysOfSalesOutstanding,daysOfSalesOutstanding_percentage_change,daysOfInventoryOutstanding,daysOfInventoryOutstanding_percentage_change,operatingCycle_percentage_change,daysOfPayablesOutstanding,grossProfitMargin,grossProfitMargin_percentage_change,operatingProfitMargin,operatingProfitMargin_percentage_change,pretaxProfitMargin,pretaxProfitMargin_percentage_change,netProfitMargin,netProfitMargin_percentage_change,effectiveTaxRate,effectiveTaxRate_percentage_change,returnOnAssets,returnOnAssets_percentage_change,returnOnEquity,returnOnEquity_percentage_change,returnOnCapitalEmployed,netIncomePerEBT,netIncomePerEBT_percentage_change,ebtPerEbit,ebtPerEbit_percentage_change,debtRatio,debtRatio_percentage_change,debtEquityRatio,debtEquityRatio_percentage_change,longTermDebtToCapitalization,longTermDebtToCapitalization_percentage_change,totalDebtToCapitalization,interestCoverage,interestCoverage_percentage_change,cashFlowToDebtRatio,cashFlowToDebtRatio_percentage_change,companyEquityMultiplier,companyEquityMultiplier_percentage_change,receivablesTurnover,receivablesTurnover_percentage_change,payablesTurnover,payablesTurnover_percentage_change,inventoryTurnover,inventoryTurnover_percentage_change,fixedAssetTurnover,fixedAssetTurnover_percentage_change,assetTurnover,assetTurnover_percentage_change,operatingCashFlowPerShare,operatingCashFlowPerShare_percentage_change,freeCashFlowPerShare,freeCashFlowPerShare_percentage_change,cashPerShare,cashPerShare_percentage_change,payoutRatio,payoutRatio_percentage_change,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,freeCashFlowOperatingCashFlowRatio_percentage_change,shortTermCoverageRatios,shortTermCoverageRatios_percentage_change,capitalExpenditureCoverageRatio,capitalExpenditureCoverageRatio_percentage_change,dividendPaidAndCapexCoverageRatio,dividendPaidAndCapexCoverageRatio_percentage_change,priceBookValueRatio,priceToSalesRatio,priceToSalesRatio_percentage_change,priceEarningsRatio,priceEarningsRatio_percentage_change,priceToFreeCashFlowsRatio,priceToFreeCashFlowsRatio_percentage_change,priceToOperatingCashFlowsRatio,priceToOperatingCashFlowsRatio_percentage_change,priceEarningsToGrowthRatio,priceEarningsToGrowthRatio_percentage_change,dividendYield,dividendYield_percentage_change,enterpriseValueMultiple,enterpriseValueMultiple_percentage_change
23.0,7.0,297.0,2021.0,5.92,0.04,0.6802721088435382,0.08,-78.94736842105263,1.704814609850581,-9.559027372230556,1.0431654676258992,48.10917833404044,-9.839675337937926,96.80899175312582,3.895872835131997,-1.1057031874192824,58.1436552274541,0.4683920237590157,-3.2368644158151327,0.1542638947815019,11.020330716633664,0.2037618441521708,-2.2817584235811927,0.1674727761278461,-1.0837983685336727,0.1783731260410883,-9.17586882687833,0.1257860299116247,9.29003120088019,0.3916782430376397,-7.050993563594799,0.1433867024213266,0.8219044975013882,1.225932881846492,1.320865419875321,-11.981669532373196,0.3744476546566961,-6.945305957342818,1.1659720844082822,-20.858826185063798,0.5150611105764604,-11.469845244181698,0.53831353266347,11.17622950819672,32.20539825214814,0.4228979916033132,-0.6948152590321555,3.1138453396838,-14.951981058948938,7.586909871244635,10.913531395121812,6.277555110220441,-3.180857348542298,3.7703109327983952,-3.7497859431954383,3.436862058909303,9.831364267593145,0.7510834466349422,10.48749284577648,12.87392055267703,-8.344921592182263,10.105354058721934,-11.723343854842872,8.229706390328152,-5.647510697627222,0.5776051342678602,-7.102409190508563,0.2108329797765521,0.7849476790984706,-3.68601753590605,4.747770700636942,-37.85119580825301,-4.650031191515907,-13.968977955560502,4.102366538249862,-4.583191696320832,5.688118674340147,2.4321111582520154,-7.268528322290846,14.522426954906264,-6.2524943859042725,14.69616988548966,15.117333418351595,11.535724443251944,10.874088321683685,1.7118310773095748,110.68479430094564,0.0397733199871748,-0.9065999132850444,13.441347536979237,-13.185952713975867
97.0,7.0,36.0,2021.0,1.06,0.08,8.163265306122458,0.08,-78.94736842105263,1.5664998212370398,-14.191051201335704,1.1313907758312478,65.43163129786092,-11.27774167114075,73.34403052064631,19.66158946419414,2.7650351467382706,122.1963644524237,0.3704258385373986,-3.221987879685051,0.1779931617169176,12.299760540203032,0.1767780948882421,15.30200904030805,0.137641640057645,15.54474933572041,0.2213874680306905,-0.7334373143196626,0.1401968685240617,28.47788992287674,0.2658552559764218,42.47035941467683,0.2674053319748684,0.7786125319693095,0.2105256425562363,0.9931735196062867,2.6734237772752856,0.0630324660373014,34.97744946077137,0.1195284357602881,49.67778307299504,0.1037957346898845,46.63359081793281,0.1067667706708268,146.48837209302326,133.0279181257507,2.9273972602739726,-23.130433087273016,1.896299530618928,10.89095524545085,5.578341740226986,12.711287881490252,2.9869955758144524,-0.5170518311923167,4.976546794728613,-16.430994734594783,5.53645181476846,11.4633289409918,1.0185643564356437,11.193187627746282,4.009209512584059,15.212590996638674,3.539561042150331,13.150085086086838,3.94854919083696,-7.509936703688003,0.3492096078833915,-24.106872237566645,0.1811579869450959,0.8828575885197317,-1.7901740536431343,94.27941176470588,14.05443871197296,-8.536617842876165,-13.737788031423914,6.748421052631579,22.33839268157942,7.492632736000436,3.8791719740314794,26.83490732777656,28.183128102853622,9.77124279291315,24.25441996272085,38.403280285807554,21.413198719232568,35.92562067274003,0.662768067473701,-111.52425723983686,0.0123907327323269,-30.862468319131565,19.07841438103984,21.9672239210011
63.0,6.0,5.0,2021.0,1.8,0.3600000000000001,25.0,0.08,-78.94736842105263,1.8495993895459748,7.740227637218933,1.27706982067913,54.96819500870575,-18.74199448717537,101.54312995630362,-16.72306580729955,-17.443462971917544,86.79505853158548,0.5696575739988392,0.5595986786627094,0.1955890887986071,26.35705031066258,0.1906210098665119,32.790094795898625,0.1641555426581543,26.386985991399506,0.1388381439532334,38.78227347276939,0.0940342571413373,51.76857145917104,0.1975029327970504,44.04752277682984,0.1356879418917395,0.8611618560467665,-4.821977734364047,0.97459940652819,5.091163864160908,0.2527528060003192,-6.678657592187099,0.5308641975308642,-11.426271811024211,0.3376623376623376,-9.257482956592533,0.3467741935483871,17.193877551020407,60.48046995538927,0.5541934126065453,37.822381525199454,2.100329590525669,-5.087383117668932,6.640203483890859,23.064797577658247,4.205308529945554,10.605528622043291,3.594531704479349,20.08126976505029,4.808014287308851,25.437936315625343,0.5728363210809085,20.082435915908903,5.934084507042254,33.162027983621265,4.8721126760563385,50.91292408539287,5.774084507042254,43.22120636521986,0.4528355253853769,-20.488449741903548,0.2445269878119559,0.8210386404633058,13.33029871244895,13.96949602122016,-61.102529747267,-5.587798408488064,53.96325952763594,7.997722095671982,-61.231140834801046,6.977640913915423,5.79950087057458,3.391283974737136,35.32930278602744,-18.194675532674843,28.88685245143386,-14.824114576850144,23.717222063989368,-3.4699146189709817,0.6139989173847525,-69.09304083093562,0.0128175619011782,-2.803942437933704,24.097171829937672,-11.593416417543
30.0,6.0,4.0,2021.0,5.2,0.4800000000000004,10.169491525423746,0.08,-78.94736842105263,0.7935443541512758,-5.912486102967296,0.5627947945672558,64.8007011050412,-7.82286769330388,65.44308150865528,-16.651682723695018,-12.48102901118292,60.29634300126104,0.6895563820132747,3.8381185578329142,0.31894941011086,2969.1510043524863,0.2311333345196362,211.5606608104008,0.2053846290727263,103.80064016566628,0.1108630379551928,-130.77717344540403,0.0787693903595875,156.93052988499338,0.7490913811007269,112.19928291319552,0.1609916019221269,0.8885980444991917,-34.5871716809304,0.7246708324034814,-89.84863695632556,0.5233366773812692,-8.436149914113134,4.976895119418484,-24.3772885312865,0.8064248652587409,-5.760778891611407,0.8326890500803544,7.518456375838926,3501.277423721166,0.2970241510614991,45.330397678805824,9.509929906542055,-17.409860553286684,5.632655106745514,8.486777031938097,6.0534351145038165,-10.459359715274664,5.577365728900256,19.97842700110384,10.997455968688843,26.00351262701741,0.3835213507223826,26.06954015264067,12.868361581920905,21.96701590324168,12.423728813559322,23.34935040025843,5.553672316384181,9.187071015596526,0.8023739386588113,-51.99898780651797,0.4053063330782782,0.9654476006497784,1.133367482002989,1.8228891556622648,-11.881944499428164,-28.941550190597205,31.313151308258867,2.6878687750767054,5.723653547763519,15.5541277258567,4.2646048721462,9.358974624366525,20.76399237567146,-46.340220258645736,10.89849931787176,2.444730025754182,10.521930017122536,3.605805282891805,0.1511618644948882,-118.94250971790268,0.0386425656560598,-10.545640655157552,11.59372282094914,-68.56619674809268
49.0,9.0,7.0,2021.0,3.61,0.3299999999999996,10.060975609756095,0.08,-78.94736842105263,1.2519369474577635,-10.687424258061895,1.1395271218478074,70.26636151396852,8.7490940996795,0.0,-100.0,8.749094079438823,24.29174002329169,0.3238280337778256,2.705893011248106,0.1508216478415884,2.6380481634912467,0.1535839205243092,0.4958339776127696,0.1168892313951079,1.439248941303206,0.2281335570812238,-2.741678956713866,0.1368081915621196,-0.688818617856457,0.3024747402125493,0.6814406360345693,0.2774797269273472,0.7610772729076591,0.9387602712970232,1.0183148289536128,-2.0871540566186453,0.0812174993317443,-13.60150995851911,0.1795670400330351,-12.409415283439174,0.1234540027583344,-10.53360130979626,0.1522313136420005,128.11014926376654,-34.95605921505652,2.559476694744875,8.593112978680061,2.2109402716225994,1.379763320525185,5.194519712358242,-8.045211017261511,15.025683613031688,-33.17235291635344,0.0,-100.0,10.48057438738483,11.809261495101332,1.1704088557112828,-2.0978739308204486,14.139767887572086,9.518765772103931,13.225807268298402,10.498396986523684,12.875197221105488,-3.7269751202458345,0.3785620967259988,-5.108557324299657,0.1776082740067166,0.9353624029375336,0.8944870840292607,11.868058457323295,10.353854562943551,-15.47087214633911,12.829252225405474,5.419899731998681,-5.089118565876394,10.939513837623728,4.227498016586222,22.745538769616516,36.16670215151362,21.00399012283891,25.4472179408449,26.94686120413332,23.802370921223808,28.082384481184874,2.2688954552863594,-45.271038262406826,0.010467144478368,-21.579906101137706,21.51683374113892,24.968677542158854
93.0,9.0,8.0,2021.0,0.0,0.0,0.0,0.08,-78.94736842105263,1.2479803808424696,-15.55526811682184,1.10732833237161,43.425403864428255,9.510278269830264,0.0,0.0,9.510278269830264,61.061662198391424,0.8818498574596135,1.809115070790468,0.3675641431738993,11.631234230864674,0.3614190687361419,11.368308824154049,0.3054798859676908,-25.267772383417388,0.1547765118317265,-159.62608057281273,0.1770125913145626,-18.27806525698027,0.3258768669324863,-17.824510209268084,0.2856861489979811,0.8452234881682734,-32.89632534998651,0.9832816270251638,-0.2355303231413197,0.1715428949010682,-11.517679274053927,0.3158072582280192,-11.026604223949732,0.2362050276157538,-8.50637145213,0.240010272213662,51.34513274336283,40.57199429384208,1.545687994864113,27.066510910079323,1.840981279989187,0.5549979318752118,8.405218317358893,-8.684370471963543,5.977564102564102,6.2215223800589525,0.0,0.0,7.459829867674858,16.175777547563076,0.5794574354832789,9.353002512247,15.016632016632016,27.170709412720928,14.33056133056133,30.94050952001215,12.054054054054054,-2.4329736946559377,0.0,-100.0,0.4575863161229015,0.954312612487886,2.9643619389246867,74.4639175257732,19.620751045418785,-21.887878787878787,60.13656734976796,-21.887878787878787,-1077.6356546078914,20.04128742312631,18.78688184985746,4.490865254520848,61.499570717544586,39.82035406547277,43.02204120121863,-1.2960585823803328,41.05647653329641,1.629883489222106,-8.009586948213544,-1560.994912494988,0.0,-100.0,45.125937784522,-1.871987452433499
91.0,9.0,27.0,2021.0,0.0,0.0,0.0,0.08,-78.94736842105263,2.024292452830189,-20.353005722113515,1.489622641509434,60.14482171108677,-22.50720638143161,83.90064667842445,-11.01160272790802,-16.202024303527352,56.69194591416814,0.4824753559693319,8.359947097506026,0.2219788243884629,123.8821552174136,0.2232566630156991,70.95331772723694,0.1924059875867105,-24.55985314019862,0.1398201144726083,-114.73311123575004,0.254609871970368,-8.360896682793651,0.4217687074829932,-1.129962024970632,0.4460202958796919,0.8618152085036794,-55.87090799830556,1.0057565789473684,-23.64138286893705,0.053224897334729,-16.898688168320263,0.0881686007736427,-10.341442035583114,0.0444812643385164,-46.6559903375381,0.0810247609708261,107.29411764705884,420.9528439474964,5.326777609682299,185.48742744702517,1.656529278378018,7.890665006611131,6.068685376661743,29.044257317932782,6.438304314912945,-44.36620348265771,4.350383631713555,12.374200531153324,15.373246024321796,33.68724648826391,1.3232949512843224,21.472594012189884,2.86493083807974,222.87315794231984,2.6200162733930026,306.99609291960803,2.935720097640358,54.734242700956855,0.0328905755850727,-3.649960933139862,0.2142509431666058,0.9145129224652088,26.05448390736662,11.28525641025641,-54.69038042567453,-11.69767441860465,221.1126310989512,-17.873096446700508,248.78404830629376,23.957057489662528,10.928931483509794,-3.713869225522104,56.80141049968373,27.63248055894809,55.77827950310558,-60.889904582206455,51.00995739846634,-50.6999710654217,2.3388816088105084,3053.2730491034263,0.0005790450500389,-24.509781017411104,47.99677558736159,-42.185558114139965
106.0,10.0,15.0,2021.0,0.602,0.0287999999999999,5.024424284717366,0.08,-78.94736842105263,1.1774765059312895,4.029477708492579,0.6012940995224156,52.04367123721963,12.027076772970569,38.24361902870196,46.23682682207997,24.348663314306187,62.71228523189989,0.2019497503368471,-17.007666230069574,0.2034556550685582,-29.010352235552528,-0.0133946262978521,-85.97466808417572,-0.0343980343980344,-58.83689567900095,-1.5680473372781063,-1354.4378698224853,-0.0113129838646612,-59.945232316774536,-0.1780878128846943,-46.4780128408835,0.0805409136546184,2.5680473372781063,193.491124260355,-0.065835605765485,-80.24313071342165,0.6125172692438027,7.975863661604721,9.642183011899878,44.27952332903287,0.8992017206435868,4.436479555477746,0.9060343165606324,2.298119964189794,-34.43196719771681,0.1155417482338922,13.591753429313936,15.741895773492,33.62201369484155,7.013340744858255,-10.735865934754464,5.820231213872832,-20.39470237727906,9.544075829383884,-31.61777223074891,0.547636616172577,-2.151920998731549,0.3288846023512238,-2.692548718217469,4.06437125748503,42.3171008141446,-2.748502994011976,755.3752308467178,3.1497005988023954,78.52771053637406,-0.9723502304147466,125.75014077708953,0.2151858603471506,-0.6762430939226519,501.0347498321888,1.544368600682594,10.99641835610441,-0.5965721819380356,-33.63056062140466,-0.6575441995640591,-40.71039420334589,7.883331965531391,1.5226820955853213,4.822113637811043,-44.26654377880185,154.65065224523613,-10.4638779956427,-86.16350986129625,7.076125230202578,-16.837886109286416,0.8263088172043014,1998.4870009412305,0.0219658041358173,-11.349082051560789,11.418696132596684,42.953228561757314
51.0,5.0,16.0,2021.0,1.32,0.1999999999999999,17.85714285714286,0.08,-78.94736842105263,24.07006222631943,0.3322870325032978,24.07006222631943,11.442368587713744,-12.778227744167324,0.0,0.0,0.0,0.0,1.0,0.0,0.2407491178865466,28.200786579306268,0.2407491178865466,28.200786579306268,0.191396001085678,-11.284067893584924,0.1873355881247651,-225.86893554295608,0.0268563303753919,-7.207949846128992,0.1272366403031305,-10.633436334601145,0.0347382231418444,0.7950018789928598,-30.799229494949685,1.0,0.0,0.0508308895405669,5.486715659258801,0.2408203771088322,1.5925962966097051,0.1930646218059162,1.3302075051230933,0.1940815782458011,22.361344537815125,30.114099017823047,0.6307442557442557,-15.784314292622447,4.73767780350645,-3.691573235844969,31.8989898989899,14.650272992260629,0.0,0.0,0.0,0.0,41.089219330855016,11.503232121027064,0.140318137385586,4.5945727567474615,7.498326200199817,-10.178408765776949,7.498326200199817,-10.178408765776949,154.01481850962787,-0.9928717473330352,0.2020798865516426,25.55756800308824,0.2284900027141952,1.0,0.0,97.1346153846154,-8.70193921553437,0.0,0.0,5.907602339181286,-23.75048340331639,1.1828255083751842,1.7792679195693475,24.157286071265997,9.296264861734814,39.94925502483462,7.787071199762424,46.18088985624276,7.787071199762423,46.18088985624276,-2.303407849074286,-1845.504416229842,0.0217377505436018,-10.28350384515626,7.936395458474258,-4.315993374121307
28.0,6.0,1.0,2021.0,0.776,0.236,43.70370370370369,0.08,-78.94736842105263,2.2242388758782203,-4.4521689337233,1.6083138173302107,67.69742047792371,-4.601439034065846,104.03502747252746,-0.9529532967033184,-2.4240238226844624,55.903159340659336,0.539167589808514,1.4668932671010326,0.2131666402911853,34.52679580551283,0.215223927836683,36.47037419478036,0.1914859946194018,42.18966971807874,0.1102941176470588,-24.49784791965566,0.1130312937879495,51.3424569258123,0.2245314529597327,52.17548960678413,0.1497165721907302,0.8897058823529411,4.190869671929964,1.0096510764662212,1.4447518634706835,0.2597851471275105,6.017448554325711,0.5160512154388569,6.60099927229969,0.3361665434836166,5.339052176543091,0.340391676866585,16.62962962962963,53.322826372471766,0.5339805825242718,36.770922277389495,1.9864538875487103,0.5504289396994322,5.3916382252559725,4.823384113423845,6.5291479820627805,-7.621167639879123,3.508433734939759,0.9621218687700496,6.686772486772487,5.831106037137124,0.5902849135917796,6.437026843005467,4.884868421052632,63.88972226984399,4.2631578947368425,64.25383908649431,5.180921052631579,11.096780379122697,0.1950413223140495,-36.83121137666593,0.235005538851084,0.8727272727272727,0.2221718431194563,28.557692307692307,132.55449761964422,-7.857142857142857,1.5200868621064068,31.595744680851062,253.3508905676069,8.859944331044721,7.555980376641874,27.88189376304162,39.45970247933885,-10.062458112045212,36.84123456790123,-6.337259612427804,32.15235016835017,-6.129167375792532,0.5572188289506638,-140.2237324103527,0.0049427975899254,-29.763714576466334,27.80433598183882,5.174730217118917
